vernacularName	source	language	locality	countryCode	isPreferredName	taxonRemarks	taxonID
देव सावर Dev-savar		mar					accepted_35930
कूटशाल्मली Kutasalmali		san					accepted_35930
வெள்ளைக்குங்கிலியம் Vellaikungiliyam		tam					accepted_35930
Silk cotton tree		eng					accepted_35930
Poola		mal					accepted_35930
Kallilavu		mal					accepted_35930
Ilavu		mal					accepted_35930
Parei-ilavu		mal					accepted_35930
Kaattu ilavu							accepted_35930
Kallilavu							accepted_35930
Paarai ilavu							accepted_35930
Poola							accepted_35930
Parei ilavu							accepted_35930
Savar							accepted_35930
Shalmali							accepted_35930
Paper Mulberry							accepted_36017
Halibun							accepted_36017
Kalivon							accepted_36017
Kozo							accepted_36017
Kaagda		kan					accepted_36017
Tapacloth Tree							accepted_36017
जंगली तूत Jangli Toot		hin					accepted_36017
Kaagada Uppu Naerale		kan					accepted_36017
Paper mulberry		eng					accepted_36017
Tapa cloth tree		eng					accepted_36017
Mountain Coffee Bush							accepted_36007
Indian snowberry		eng					accepted_36007
Chuvannaniruri		mal					accepted_36007
Kattuniruri		mal					accepted_36007
Pavalapulla		mal					accepted_36007
Pavilapoola		mal					accepted_36007
Kattuniruri							accepted_36007
Pavalapoola							accepted_36007
Manipullaanthi		tam					accepted_36007
Sithuruvum		tam					accepted_36007
Seppulaa		tam					accepted_36007
Cup Saucer Plant							accepted_36002
Kangli		hin					accepted_36002
Retund		hin					accepted_36002
Perin-nirouri		mal					accepted_36002
Perunirui		mal					accepted_36002
Devadari		tel					accepted_36002
Guguti		tel					accepted_36002
Bilisull		kan					accepted_36002
Chitki		ben					accepted_36002
पोएं Poem		kok					accepted_36002
Cupped Coral-berry Tree							accepted_36002
डाळफोडी Dalfodi		mar					accepted_36002
Aattacherukola		mal					accepted_36002
Ekdania		mal					accepted_36002
Ekdania							accepted_36002
Mulluvenga							accepted_36002
Kangli							accepted_36002
Para Cress Flower							accepted_35865
Paniculated Spot Flowers							accepted_35865
Para Cress							accepted_35865
Annual Para Cress							accepted_35865
Kanghi		hin					accepted_35865
Bende		kan					accepted_35865
Spanish Needles							accepted_35836
चिर्चिट्टा Chirchitta		hin					accepted_35836
Yellow Flowered Blackjack							accepted_35836
Black Jack							accepted_35836
Five Leaved Blackjack							accepted_35836
Beggar Ticks							accepted_35836
Spanish Needles		eng					accepted_35836
Kandavarekuthi		mal					accepted_35836
Snehappullu		mal					accepted_35836
Spiny Leaved Blumea							accepted_35893
Kakronda							accepted_35880
Kukkura-chedi		mal					accepted_35880
Rakila		mal					accepted_35880
Navakkarandai							accepted_35880
Burma Mangrove							accepted_36049
Kandel		mal					accepted_36049
Karakandel		mal					accepted_36049
Karanji							accepted_36071
कारंजी Karanji		mar					accepted_36071
Crested Fever Nut							accepted_36178
Aattuparanda		mal					accepted_36178
Kakamullu		mal					accepted_36178
Manjapoovalli		mal					accepted_36178
Fringed Bulbophyllum							accepted_36124
Carey's Bulbophyllum							accepted_36104
Mysore Thorn							accepted_36187
Cat's Claw							accepted_36187
Mauritius Thorn							accepted_36187
Thorny Poinciana							accepted_36187
आलय Alai		hin					accepted_36187
रालन Ralan		hin					accepted_36187
ಕುರುಡು ಗೆಜ್ಜುಗ Kurudu Gejjuga		kan					accepted_36187
चिल्हारी Chilhari		mar					accepted_36187
चिल्लर Chillar		mar					accepted_36187
Arile Kanda							accepted_36187
புலிதடுக்கி Puli-tatukki		tam					accepted_36187
గొడ్డ కోరింద Godda Korinda		tel					accepted_36187
Black bonduc		eng					accepted_36187
Mysore thorn		eng					accepted_36187
Shoofly		eng					accepted_36187
Inna		mal					accepted_36187
Mimosa Thorn							accepted_36193
Pansi							accepted_36193
Chalueat							accepted_36193
Brasiletto							accepted_36193
Pak-yu-yah							accepted_36193
Chingamullu		mal					accepted_36193
Drathubanam		mal					accepted_36193
Kalthottavadi		mal					accepted_36193
Komullu		mal					accepted_36193
Puliyindam		mal					accepted_36193
Swethamoolam		mal					accepted_36193
Theemullu		mal					accepted_36193
Pulinakagonrai		tam					accepted_36193
Pananjimullu		tam					accepted_36193
Wild Toor							accepted_36216
Showy Pigeonpea							accepted_36220
Peanut Grass							accepted_36220
Tropical Clover							accepted_36220
Kattumuthira		mal					accepted_36220
Kattumuthira							accepted_36220
Arhar							accepted_36210
Tur Or Tuvar							accepted_36210
Congo pea		eng					accepted_36210
Pigeon-pea		eng					accepted_36210
Red gram		eng					accepted_36210
Adhaki		mal					accepted_36210
Kakshi		mal					accepted_36210
Thuvara		mal					accepted_36210
Thuvaraparippu		mal					accepted_36210
White Butterfly Bush							accepted_36076
White Butterfly Bush		eng					accepted_36076
Karukattaan							accepted_36076
Indian Cadaba							accepted_36167
Indian cadaba		eng					accepted_36167
Kattakatti		mal					accepted_36167
Vizhoothi		mal					accepted_36167
Kattakatti							accepted_36167
Kalasakal							accepted_36167
Slender Rattan Cane							accepted_36232
Chooral		mal					accepted_36232
Rattan Cane							accepted_36236
Aanachooral		mal					accepted_36236
Pannichooral		mal					accepted_36236
Thadiayanchooral		mal					accepted_36236
Valiyachooral		mal					accepted_36236
Vandichooral		mal					accepted_36236
Chironji Tree							accepted_36066
Almondette							accepted_36066
Cheronjee							accepted_36066
Chironji		ben					accepted_36066
Piyal		ben					accepted_36066
Sarop		ben					accepted_36066
Charu		ori					accepted_36066
Chanhra		ori					accepted_36066
Calumpong Nut							accepted_36066
Cuddapah Almond							accepted_36066
Hamilton Mombin							accepted_36066
পিয়াল Piyal		asm					accepted_36066
ચારોળી Charoli		guj					accepted_36066
चार Char		hin					accepted_36066
चिरोंजी Chironji Or चिरौंजी Chiraunji		hin					accepted_36066
पियाल Piyal		hin					accepted_36066
प्रसवक Pra-savak		hin					accepted_36066
प्रियाल Priyal		hin					accepted_36066
ಚಾರೊಳಿ Charoli		kan					accepted_36066
ಕೊಲೆ ಮಾವು Kole Maavu		kan					accepted_36066
चार Char		kok					accepted_36066
മൂങ്ങാപ്പേഴ് Muungaappeezh		mal					accepted_36066
നുറമരം Nuramaram		mal					accepted_36066
चार Char		mar					accepted_36066
चारोळी Charoli		mar					accepted_36066
पियाल Piyal		mar					accepted_36066
चिरोंजि Chiraunjee							accepted_36066
अखट्टः Akhatth		san					accepted_36066
मुनि Muni		san					accepted_36066
पियाल Piyala		san					accepted_36066
प्रसवकः Prasavakh		san					accepted_36066
प्रियाल Priyala		san					accepted_36066
राजनदनः Rajanadanha		san					accepted_36066
उपवटः Upavatth		san					accepted_36066
சாரம் Charam		tam					accepted_36066
చార Char		tel					accepted_36066
చారుమామిడి Charumamidi		tel					accepted_36066
ప్రియాళువు Priyaluvu		tel					accepted_36066
రాజాదనము Raj-adanamu		tel					accepted_36066
چرونجي Chironji		urd					accepted_36066
Almondette tree		eng					accepted_36066
Cheronjee		eng					accepted_36066
Cuddapah almond		eng					accepted_36066
Kalamavu		mal					accepted_36066
Moongapezhu		mal					accepted_36066
Mungapera		mal					accepted_36066
Mural		mal					accepted_36066
Nuruvei		mal					accepted_36066
Nuramaram		mal					accepted_36066
Nooramaram		mal					accepted_36066
Padacheru		mal					accepted_36066
Priyalam		mal					accepted_36066
Kaattu maangai							accepted_36066
Saarai paruppu							accepted_36066
Chenthuruni							accepted_36066
Moongapezhu							accepted_36066
Nuramaram							accepted_36066
Indian Bluethread							accepted_36147
Camellia							accepted_36335
Japanese Camellia							accepted_36335
Japanese Camellia		eng					accepted_36335
Forest Calanthe							accepted_36242
Thenvaazhachedi		mal					accepted_36242
Narrow Leaved Canthium							accepted_36416
Kattakara		mal					accepted_36416
Kattaramullu		mal					accepted_36416
Koyikkodavam		mal					accepted_36416
Kattaramullu							accepted_36416
Koyikkodavam							accepted_36416
Shengali							accepted_36416
Calopo							accepted_36311
Sword Bean							accepted_36375
Common Swordbean							accepted_36375
Khadsampal		hin					accepted_36375
তেবী Tebi		mni					accepted_36375
Segapputampattai		tam					accepted_36375
Valpayar		mal					accepted_36375
Valaringha		mal					accepted_36375
Tamma		tel					accepted_36375
Tumbekonti		kan					accepted_36375
Sembi		kan					accepted_36375
महासिम्बी Mahasimbi		san					accepted_36375
Asisimbi		san					accepted_36375
Jack Bean							accepted_36375
Jamaican Horse Bean							accepted_36375
Scimitar Bean							accepted_36375
बड़ी सेम Badi Sem		hin					accepted_36375
Makhan Shim		ben					accepted_36375
Sword bean		eng					accepted_36375
Broad bean		eng					accepted_36375
Patagonian bean		eng					accepted_36375
Valanga		mal					accepted_36375
Valamara		mal					accepted_36375
Vettukatthipayar		mal					accepted_36375
Tea							accepted_36338
Tea plant		eng					accepted_36338
Common tea		eng					accepted_36338
Chaya		mal					accepted_36338
Theyila		mal					accepted_36338
Thaeyilai							accepted_36338
Chaya							accepted_36338
Chaha							accepted_36338
Rheed's False Olive							accepted_36410
Paper Flower Climber							accepted_36328
Ukshi उक्शी		mar					accepted_36328
Kokoray		hin					accepted_36328
Enjarigekubsa		kan					accepted_36328
Pullanji Valli		tam					accepted_36328
Susavi		san					accepted_36328
Murugudutige		tel					accepted_36328
Dhonoti		ori					accepted_36328
Pullani		mal					accepted_36328
Gaichha Lata		ben					accepted_36328
Pullanni		mal					accepted_36328
Pullanji		mal					accepted_36328
Varavalli		mal					accepted_36328
Minnaar kodi							accepted_36328
Pierced Leaf Canscora							accepted_36405
Kanchenchedi		mal					accepted_36405
Kilwar							accepted_36399
Canscora							accepted_36399
भुई नीम Bhui Neem		hin					accepted_36399
किलवर Kilwar		mar					accepted_36399
शंखपुष्पी Sankhapushpi		san					accepted_36399
Jeerakapullu		mal					accepted_36399
Jeerakapullu							accepted_36399
Poolaikkida							accepted_36399
Ylang Ylang							accepted_36363
Perfume Tree							accepted_36363
Chape		mar					accepted_36363
க்ட்டு சம்பகம் Kattu Chempakam		tam					accepted_36363
Apurva Champakame		tel					accepted_36363
Chettu Sampangi		tel					accepted_36363
ಅಪೂರ್ವ ಚಮ್ಪಕ Apurva Champaka		kan					accepted_36363
Indian Caper							accepted_36438
Chedimukanthi		mal					accepted_36438
Wagati							accepted_36438
Bare Caper							accepted_36442
Kareel							accepted_36442
Karir							accepted_36442
Kair							accepted_36442
Kirir							accepted_36442
Karril							accepted_36442
Taint							accepted_36442
Dela							accepted_36442
Dhalu							accepted_36442
Kerro							accepted_36442
Ker							accepted_36442
करेल Karel		hin					accepted_36442
नेपटी Nepati		mar					accepted_36442
Sirakkali		tam					accepted_36442
Karimullu		mal					accepted_36442
Kariramu		tel					accepted_36442
Chippuri		kan					accepted_36442
Khirar خرار		urd					accepted_36442
Kera		guj					accepted_36442
Sangam							accepted_36442
Nepti							accepted_36442
Sultan Champa							accepted_36308
Ballnut							accepted_36308
Punnaga							accepted_36308
Undi							accepted_36308
Beauty Leaf							accepted_36308
सुलतान चम्पा Sultan Champa		hin					accepted_36308
सुरंगी Surangi		mar					accepted_36308
पुन्नाग Punnaga		san					accepted_36308
Alexandrine Laurel Or The Tamanu Oil Tree							accepted_36308
Alexandrian Laurel							accepted_36308
नाग चम्पा Nag Champa		san					accepted_36308
புன்னை Punnai		tam					accepted_36308
Alexandrian laurel		eng					accepted_36308
Beauty Leaf		eng					accepted_36308
Dilo oil tree		eng					accepted_36308
Indian laurel		eng					accepted_36308
Oil-nut Tree		eng					accepted_36308
Tamanu		eng					accepted_36308
Pinna		mal					accepted_36308
Punna		mal					accepted_36308
Surampunna		mal					accepted_36308
Kattu Pinnai							accepted_36308
Kattu punnai							accepted_36308
Malampunna							accepted_36308
Pinnapai							accepted_36308
Punnapine							accepted_36308
Poon							accepted_36308
Cherry Pepper							accepted_36468
Cayenne pepper		eng					accepted_36468
Chilly		eng					accepted_36468
Long chilly		eng					accepted_36468
Red chilly		eng					accepted_36468
Red or Sweet peppers		eng					accepted_36468
Sapnish pimento		eng					accepted_36468
Mountain Pomegranate							accepted_36644
Behmona		asm					accepted_36644
Gurol		asm					accepted_36644
Mona		asm					accepted_36644
Karhar		ben					accepted_36644
Mainphal		ben					accepted_36644
Diengmakasing-khlaw							accepted_36644
Palova		ori					accepted_36644
Patova		ori					accepted_36644
False Guava							accepted_36644
Spiny Randia							accepted_36644
Thorny Bone-apple							accepted_36644
મીંઢળ Mindhal		guj					accepted_36644
मैनफल Mainphal		hin					accepted_36644
ಕಾರೆಕಾಯಿ ಗಿಡ Kaarekaayi-gida		kan					accepted_36644
ಮಗ್ಗಾರೆ Maggaare		kan					accepted_36644
मैनफल Mainphal							accepted_36644
മലങ്കാര Malankaara		mal					accepted_36644
गेळ Gela		mar					accepted_36644
खाजकांदा Khajkanda		mar					accepted_36644
पेरअळू Peralu		mar					accepted_36644
मदन Madan		san					accepted_36644
पिंड Pinda		san					accepted_36644
शल्पक Shalpaka		san					accepted_36644
மதுக்காரை Matukkarai		tam					accepted_36644
மருக் காண Mruk Kana		tam					accepted_36644
முள்ளுக்காரை Mullukkarai		tam					accepted_36644
మందాచెట్టు Mandacettu		tel					accepted_36644
మంగ Manga		tel					accepted_36644
మ్రంగ Mranga		tel					accepted_36644
పిండీతకము Pinditakamu		tel					accepted_36644
Emetic nut		eng					accepted_36644
Common emetic		eng					accepted_36644
Mountain Pomegranate		eng					accepted_36644
Kara		mal					accepted_36644
Karachulli		mal					accepted_36644
Karalikkaya		mal					accepted_36644
Kattunaranna		mal					accepted_36644
Malankkara		mal					accepted_36644
Kaalagam							accepted_36644
Madukaarai							accepted_36644
Marakkala							accepted_36644
Marakkaalai							accepted_36644
Poongarai							accepted_36644
Gel							accepted_36644
Gehela							accepted_36644
Kaarai							accepted_36644
Mathukkaarai		tam					accepted_36644
Maarivalam		tam					accepted_36644
Attadikaarai		tam					accepted_36644
Maalankaarai		tam					accepted_36644
Marakkalam		tam					accepted_36644
Bush Grape							accepted_36659
Fox-grape							accepted_36659
Gidardrak		hin					accepted_36659
Ramchana		hin					accepted_36659
Tamanya		hin					accepted_36659
Sarbarival		mar					accepted_36659
Amarcakkoti		mal					accepted_36659
Corivalli		mal					accepted_36659
Kattuperanta		mal					accepted_36659
Tsjori-valli		mal					accepted_36659
Vatakkoti		mal					accepted_36659
অমল লতা Amal-lata		ben					accepted_36659
চেপেতা লতা Chepeta-lota		asm					accepted_36659
Gandirah		san					accepted_36659
Three-leaved Wild Vine							accepted_36659
Threeleaf Cayratia							accepted_36659
अमलबेल Amalbel		hin					accepted_36659
अंबटवेल Ambatvel		mar					accepted_36659
अंबोशी Amboshi		mar					accepted_36659
காட்டுப்பிரண்டை Kattuppirantai		tam					accepted_36659
కనుపుతీగె Kanupu Tige		tel					accepted_36659
పులిమడ Puli Mada		tel					accepted_36659
ಹೆಗ್ಗೊಲಿ Heggoli		kan					accepted_36659
अम्लवेतस Amlavetasah		san					accepted_36659
अत्यम्लपर्णी Atyamlaparni		san					accepted_36659
Fox grape		eng					accepted_36659
Amerchakkodi		mal					accepted_36659
Chorivalli		mal					accepted_36659
Kattuperanda		mal					accepted_36659
Vathakkodi		mal					accepted_36659
Hairy Bitter Cress							accepted_36487
Bittercress		eng					accepted_36487
Pepperweed		eng					accepted_36487
Wild Guava							accepted_36522
Patana Oak							accepted_36522
Slow Match Tree							accepted_36522
Tummy Wood							accepted_36522
কাংবের Kamber		ben					accepted_36522
ગંગેઠિ Gangethi		guj					accepted_36522
કુંભ Kumbh		guj					accepted_36522
કુંભી Kumbhi		guj					accepted_36522
कूम्भी Kumbhi		hin					accepted_36522
पीलू Pilu		hin					accepted_36522
ಕವಳ Kaval		kan					accepted_36522
कोंब्यो Kombyo							accepted_36522
പേഴ് Peezh		mal					accepted_36522
कुंभी Kumbhi		mar					accepted_36522
कूम्भी Kumbhi							accepted_36522
कुम्भः Kumbha		san					accepted_36522
कूम्भी Kumbhi		san					accepted_36522
कटभि Katabhi		san					accepted_36522
ஆவிமா Avima		tam					accepted_36522
கம்பி Kampi		tam					accepted_36522
கும்பி Kumpi		tam					accepted_36522
பேழைமரம் Pelaimaram		tam					accepted_36522
కుమ్భూ Kumbhi		tel					accepted_36522
Kumbi		eng					accepted_36522
Patana oak		eng					accepted_36522
Slow match tree		eng					accepted_36522
Wild guava		eng					accepted_36522
Aalam		mal					accepted_36522
Alasoo		mal					accepted_36522
Peru		mal					accepted_36522
Pezhu		mal					accepted_36522
Ayma							accepted_36522
Kumbi							accepted_36522
Kalthekku							accepted_36522
Aalam							accepted_36522
Alasoo							accepted_36522
Pezhu							accepted_36522
Balloon Vine							accepted_36511
Love-in-a-puff							accepted_36511
Heartseed							accepted_36511
कनफटा Kanphata		hin					accepted_36511
कनफूटी Kanphuti		hin					accepted_36511
कपालफोड़ी Kapalphodi		hin					accepted_36511
Kanphuti		mar					accepted_36511
Shibjal		mar					accepted_36511
Kakumardanika		mar					accepted_36511
Kottavan		tam					accepted_36511
Modikkottan		tam					accepted_36511
Mudakattan		tam					accepted_36511
Jyotishmati		mal					accepted_36511
Katabhi		mal					accepted_36511
Buddakakara		tel					accepted_36511
Ekkudutige		tel					accepted_36511
Jyotishmatitige		tel					accepted_36511
Kasaritige		tel					accepted_36511
Agniballi		kan					accepted_36511
Bekkinatoddinaballi		kan					accepted_36511
Erumballi		kan					accepted_36511
Kakaralata		kan					accepted_36511
Lataphatkari		ben					accepted_36511
Sakralata		ori					accepted_36511
Bunu-uchchhe		san					accepted_36511
इंद्रवल्ली Indravalli		san					accepted_36511
Jyotishmati		san					accepted_36511
ज्योतिसमाति Jyotismati		nep					accepted_36511
Heart Pea							accepted_36511
Kapal Phuta		asm					accepted_36511
Balloon vine		eng					accepted_36511
Balloonvine heartseed		eng					accepted_36511
Blister creeper		eng					accepted_36511
Heart's pea		eng					accepted_36511
Heart seed		eng					accepted_36511
Karavi		mal					accepted_36511
Karuthakunni		mal					accepted_36511
Paluruvam		mal					accepted_36511
Ulincha		mal					accepted_36511
Uzhinja		mal					accepted_36511
Valliuzhinja		mal					accepted_36511
Paluruvam							accepted_36511
Karuthakunni							accepted_36511
Toothed Leaf Chilla							accepted_36575
Anakkarana		mal					accepted_36575
Annavananni		mal					accepted_36575
Cherukanali		mal					accepted_36575
Vapunnakannan		mal					accepted_36575
Anakkarana							accepted_36575
Chilla							accepted_36575
Karei							accepted_36575
Shepherd's Purse							accepted_36462
Cocowort							accepted_36462
Blind Weed							accepted_36462
Shepherd's purse		eng					accepted_36462
Caper Bush							accepted_36455
Caper							accepted_36455
Caperberry							accepted_36455
Caperbush							accepted_36455
Kabar							accepted_36455
Kalvari							accepted_36455
Large Caper							accepted_36448
Large Caper		eng					accepted_36448
Wagati							accepted_36448
Round Leaf Caper							accepted_36451
Kolisna							accepted_36451
Chilla							accepted_36572
Anavananni		mal					accepted_36572
Rivit							accepted_36572
Chilla		hin					accepted_36572
Phempri		hin					accepted_36572
Bhokoda		mar					accepted_36572
Mori		mar					accepted_36572
Pimpari		mar					accepted_36572
Anavinga		mal					accepted_36572
Cherukannan		mal					accepted_36572
Chirakonna		mal					accepted_36572
Girivudi		tel					accepted_36572
Vasanga		tel					accepted_36572
Veska		tel					accepted_36572
Vaasanga		tel					accepted_36572
Haniche		kan					accepted_36572
Konje		kan					accepted_36572
Bokara		kan					accepted_36572
Hanise		kan					accepted_36572
Killangi		kan					accepted_36572
Beniman		ori					accepted_36572
Jamurdo		ori					accepted_36572
Kokra		ori					accepted_36572
Pandhri Karai							accepted_36572
Sano Dedri		nep					accepted_36572
Safed-karai		hin					accepted_36572
Annavananni		mal					accepted_36572
Cherukunnan							accepted_36572
Love Vine							accepted_36612
Dodder-laurel							accepted_36612
Akashavuli		ori					accepted_36612
Air Creeper							accepted_36612
Devil's Gut							accepted_36612
Green Thread Creeper							accepted_36612
Moss Creeper							accepted_36612
Princess Hair							accepted_36612
Sita's Yarn							accepted_36612
आकास बेल Akas Bel		hin					accepted_36612
ಆಕಾಶ ಬಳ್ಳೀ Aakaasha Balli		kan					accepted_36612
ಅಮರ ಬಳ್ಳಿ Amara Balli		kan					accepted_36612
ಬೀಳು ಬಳ್ಳಿ Bilu Balli		kan					accepted_36612
ದಾರದ ಬಳ್ಳಿ Daarada Balli		kan					accepted_36612
ಜನಿವಾರ ಬಳ್ಳಿ Janivaara Balli		kan					accepted_36612
ಮಮ್ಗನ ಉಡಿದಾರ Mamgana Udidaara		kan					accepted_36612
आंकासवेल Ankasvel		kok					accepted_36612
अमरवेल Amarvel		mar					accepted_36612
अंबरवेल Ambarvel		mar					accepted_36612
आकासवल्ली Akasavalli		san					accepted_36612
எருமைக்கொற்றான் Erumai-k-korran		tam					accepted_36612
தூற்றுமைக்கொற்றான் Turrumai-k-korran		tam					accepted_36612
பசுங்கொற்றான் Pacu-n-korran		tam					accepted_36612
ఆకాశవల్లి Akasa-valli		tel					accepted_36612
آکاس بيل Akas Bel		urd					accepted_36612
Akasavalli		mal					accepted_36612
Moodillathali		mal					accepted_36612
Erumaikkottan							accepted_36612
Akasavalli							accepted_36612
Amarvel							accepted_36612
Kapok Tree							accepted_36672
Kapok							accepted_36672
True/ Singapore Kapok							accepted_36672
Hattian							accepted_36672
Ceiba							accepted_36672
Schwetsimul		ben					accepted_36672
Safed Semal Or Katan							accepted_36672
સફેદ શીમળો Safed Shimlo		guj					accepted_36672
सफेद सावरा Safed Savara		hin					accepted_36672
सफेद सेमुल Safed Semul		hin					accepted_36672
शाल्मलि Shalmali		hin					accepted_36672
പഞ്ഞിമരം Panjimaram		mal					accepted_36672
ശീമപ്പൂള Siimappuula		mal					accepted_36672
सफेत सावरा Safeta Savara		mar					accepted_36672
श्वेत शालमली Shweta Shalmali		san					accepted_36672
பஞ்சித்தணக்கு Panji Tannaku		tam					accepted_36672
ல்மலி Shalmali		tam					accepted_36672
తెల్ల బూరుగ Tella Buruga		tel					accepted_36672
سيمل Semal		urd					accepted_36672
شالملي Shalmali		urd					accepted_36672
White Silk-cotton Tree							accepted_36672
Kapok tree		eng					accepted_36672
White cotton tree		eng					accepted_36672
Silk Cotton Tree		eng					accepted_36672
Dayna		mal					accepted_36672
Kapok		mal					accepted_36672
Panjimaram		mal					accepted_36672
Poola		mal					accepted_36672
Panji maram							accepted_36672
Panji elavu							accepted_36672
Panjumaram							accepted_36672
Elavam		tam					accepted_36672
Ulagamaram		tam					accepted_36672
Panji		tam					accepted_36672
Panya		mal					accepted_36672
Spiral Ceropegia							accepted_36826
Feather-leaved Cassia							accepted_36872
Cheruthakara		mal					accepted_36872
Padarchunda		mal					accepted_36872
Theemullu		mal					accepted_36872
Tropical Sensitive Pea							accepted_36868
Chaksi		ben					accepted_36868
Benar		ben					accepted_36868
Banar		hin					accepted_36868
Bankultthi		hin					accepted_36868
Chaksi		hin					accepted_36868
Adavihuli		kan					accepted_36868
Karin-kolla		mal					accepted_36868
Chamada		mar					accepted_36868
Kankuti		mar					accepted_36868
Arangakulitthika		san					accepted_36868
Aranyakulattha		san					accepted_36868
Aranyakulatthika		san					accepted_36868
Chaksusya		san					accepted_36868
Chakshushya		san					accepted_36868
Edikkol		tam					accepted_36868
Karunganam		tam					accepted_36868
Kattukkol		tam					accepted_36868
Chanupala-vittulu		tel					accepted_36868
Chaksu		urd					accepted_36868
Kaadu Huliga		kan					accepted_36868
Kannu Kutukana Beeja		kan					accepted_36868
'chimar' 'चिमार'		mar					accepted_36868
Karinkolla		mal					accepted_36868
Thakarakeera		mal					accepted_36868
Karungkollu		tam					accepted_36868
Indian Pennywort							accepted_36711
Coinwort							accepted_36711
Spadeleaf							accepted_36711
Kodangal		mal					accepted_36711
Vondelaga		kan					accepted_36711
Vallarai		tam					accepted_36711
Bor-mani-muni		asm					accepted_36711
পেৰূক Peruk		mni					accepted_36711
Saraswataku		tel					accepted_36711
Karinga		mar					accepted_36711
Asiatic Coinwort							accepted_36711
American Coinwort							accepted_36711
Brahma Manduki ब्रह्म मंडुकी		hin					accepted_36711
Bora Thulkari		ben					accepted_36711
Gotu kola		eng					accepted_36711
Indian penny-wort		eng					accepted_36711
Pohekula		eng					accepted_36711
Spadeleaf		eng					accepted_36711
Kudakan		mal					accepted_36711
Kuthirakkulambuchedi		mal					accepted_36711
Mutthil		mal					accepted_36711
Vellara		mal					accepted_36711
Vallarai							accepted_36711
Kodangal							accepted_36711
Kudakan							accepted_36711
Brahmi							accepted_36711
Sticky Chickweed							accepted_36751
मुस्काने Musakane		nep					accepted_36751
Mouse Ear Chickweed							accepted_36751
Large Mouse Ears							accepted_36751
Mouseear Chickweed							accepted_36751
Sticky chickweed		eng					accepted_36751
Sticky Mouse-ear		eng					accepted_36751
Mouse-ear Chickweed		eng					accepted_36751
Leafless Goglet Flower							accepted_36805
वेल खंटुडी Wel Khantudi		mar					accepted_36805
బెల్లగడ్డ Bellagadda		tel					accepted_36805
Valakody		mal					accepted_36805
Hairy Ceropegia							accepted_36795
Hamana		mar					accepted_36795
Suicide Tree							accepted_36770
Pong-pong							accepted_36770
Othalanga							accepted_36770
Othalanga Maram							accepted_36770
Kattu Arali							accepted_36770
Chiute		eng					accepted_36770
Chatthankai		eng					accepted_36770
Dog-bane		eng					accepted_36770
Grey Milkwood		eng					accepted_36770
Sea Mango		eng					accepted_36770
Pong Pong Tree		eng					accepted_36770
Chattankai		mal					accepted_36770
Othallam		mal					accepted_36770
Odalam		mal					accepted_36770
Kadama							accepted_36770
Kaatarali							accepted_36770
Chathankai							accepted_36770
Othallam							accepted_36770
Tagal Mangrove							accepted_36781
Ankandal		mal					accepted_36781
Manjakandal		mal					accepted_36781
Black Oil Plant							accepted_36679
Celastrus							accepted_36679
Kijri		ben					accepted_36679
Malkangani		ben					accepted_36679
Korsana		ori					accepted_36679
Pengu		ori					accepted_36679
Black-oil Plant							accepted_36679
Oriental Bittersweet							accepted_36679
Intellect Tree							accepted_36679
Staff Tree							accepted_36679
માલકંગના Malkangana		guj					accepted_36679
मालकंगनी Malkangani		hin					accepted_36679
ಭವಮ್ಗ Bhavamga		kan					accepted_36679
ಜೊತಿಷ್ಮತಿ Jotishmati		kan					accepted_36679
ಕರಿಗನ್ನೇ Kariganne		kan					accepted_36679
ಕೊಉಗಿಲು Kougilu		kan					accepted_36679
माळकांगोणी Malkangoni		kok					accepted_36679
कांगुणी Kanguni		mar					accepted_36679
माळकांगोणी Malkangoni		mar					accepted_36679
अलवण Alavan		san					accepted_36679
ज्योतिषमति Jyotishmati		san					accepted_36679
कन्गु Kangu		san					accepted_36679
குவரிகுண்டல் Kuvarikuntal		tam					accepted_36679
மண்ணைக்கட்டி Mannai-k-katti		tam					accepted_36679
வாலுளுவை Valuluvai		tam					accepted_36679
కాసరతీగె Kasara-tige		tel					accepted_36679
మానెరు Maneru		tel					accepted_36679
کنگني مال Malkanguni		urd					accepted_36679
Black oil plant		eng					accepted_36679
Climbing staff plant		eng					accepted_36679
Intellect plant		eng					accepted_36679
Cherupunna		mal					accepted_36679
Jyothishmathi		mal					accepted_36679
Killithinipanji		mal					accepted_36679
Paluzhavam		mal					accepted_36679
Valuzhavam		mal					accepted_36679
Undir Kani							accepted_36717
उंदीर कानी Undir-kani		mar					accepted_36717
Corosinam		mal					accepted_36717
Dwarf Cassia							accepted_36883
सरमल Sarmal		hin					accepted_36883
ನೆಲ ತಗಚೆ Nela Tagache		kan					accepted_36883
सरमळ Sarmal		mar					accepted_36883
నల్ల జీలుగు Nalla Jilugu		tel					accepted_36883
Swollen Finger Grass							accepted_36936
Fingergrass							accepted_36936
Sevaragu		kan					accepted_36936
Konda-pullu		mal					accepted_36936
Gondvel		mar					accepted_36936
Tan		mar					accepted_36936
Chevvarakupul		tam					accepted_36936
Kotai-p-pul		tam					accepted_36936
Airport Grass							accepted_36936
Feather Finger Grass							accepted_36936
Pea-cock Plumegrass							accepted_36936
Plush Grass							accepted_36936
Purpletop Chloris							accepted_36936
Swollen Fingergrass							accepted_36936
Swollen Windmill Grass							accepted_36936
